h100,h101,h102,h103,h104,h105,h106,h107,h108,h109,h110,h102,h103,h104,h102,h103,h104,h105,h106,h107,h108,h109,h110,h123,h124,h200,h201,h202,h203,h204,h205,h206,h207,h208,h209,h210,h211,h212,h213,h214,h215,h216,h217,h218,h219,h220,h221,h222,h223,h224,h225,h226,h227,offset
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.296379905,0.579746275,4.13594671,0.529781375,1.080974961,4.133567139,61.27922452,0.296379905,0.579746275,4.13594671,0.529781375,1.080974961,0,0,1,1,41.3594671,0,1,0,10.80974961,0,1,0,108.0974961,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.298323758,0.584382024,4.131770045,0.531639079,1.087239153,4.131219383,61.33502026,0.298323758,0.584382024,4.131770045,0.531639079,1.087239153,0,0,1,1,41.31770045,0,1,0,10.87239153,0,1,0,108.7239153,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.303403169,0.593857463,4.126882985,0.536742816,1.097187175,4.125726495,61.40882217,0.303403169,0.593857463,4.126882985,0.536742816,1.097187175,0,0,1,1,41.26882985,0,1,0,10.97187175,0,1,0,109.7187175,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.308690935,0.60479295,4.122696516,0.542845902,1.105287604,4.120115743,61.46341296,0.308690935,0.60479295,4.122696516,0.542845902,1.105287604,0,0,1,1,41.22696516,0,1,0,11.05287604,0,1,0,110.5287604,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.311981724,0.615325293,4.12019837,0.548591312,1.106460193,4.116346749,61.47095353,0.311981724,0.615325293,4.12019837,0.548591312,1.106460193,0,0,1,1,41.2019837,0,1,0,11.06460193,0,1,0,110.6460193,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.312575276,0.62383676,4.119626715,0.553403711,1.100862528,4.114784915,61.43034873,0.312575276,0.62383676,4.119626715,0.553403711,1.100862528,0,0,1,1,41.19626715,0,1,0,11.00862528,0,1,0,110.0862528,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.311459858,0.62951214,4.120479708,0.556912285,1.091579486,4.11359843,61.35948749,0.311459858,0.62951214,4.120479708,0.556912285,1.091579486,0,0,1,1,41.20479708,0,1,0,10.91579486,0,1,0,109.1579486,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.310073417,0.631837251,4.121988442,0.558873536,1.08230305,4.110525941,61.29055147,0.310073417,0.631837251,4.121988442,0.558873536,1.08230305,0,0,1,1,41.21988442,0,1,0,10.8230305,0,1,0,108.230305,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.309461099,0.630866805,4.12352942,0.559628124,1.076606529,4.104317109,61.24673612,0.309461099,0.630866805,4.12352942,0.559628124,1.076606529,0,0,1,1,41.2352942,0,1,0,10.76606529,0,1,0,107.6606529,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.309821694,0.627187545,4.124856051,0.558827752,1.075502872,4.095340709,61.23547857,0.309821694,0.627187545,4.124856051,0.558827752,1.075502872,0,0,1,1,41.24856051,0,1,0,10.75502872,0,1,0,107.5502872,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.310573028,0.623035912,4.12590612,0.556568368,1.07697679,4.086687947,61.25144512,0.310573028,0.623035912,4.12590612,0.556568368,1.07697679,0,0,1,1,41.2590612,0,1,0,10.7697679,0,1,0,107.697679,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.310857643,0.620768361,4.126900449,0.553022839,1.078761378,4.081766368,61.2836037,0.310857643,0.620768361,4.126900449,0.553022839,1.078761378,0,0,1,1,41.26900449,0,1,0,10.78761378,0,1,0,107.8761378,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.309937558,0.621906542,4.127914071,0.548344065,1.078322363,4.08337377,61.32307538,0.309937558,0.621906542,4.127914071,0.548344065,1.078322363,0,0,1,1,41.27914071,0,1,0,10.78322363,0,1,0,107.8322363,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.307671988,0.626006457,4.129025973,0.543019081,1.075357749,4.090329184,61.35912159,0.307671988,0.626006457,4.129025973,0.543019081,1.075357749,0,0,1,1,41.29025973,0,1,0,10.75357749,0,1,0,107.5357749,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.30442995,0.629836281,4.130316829,0.538089935,1.070589393,4.099786292,61.38389296,0.30442995,0.629836281,4.130316829,0.538089935,1.070589393,0,0,1,1,41.30316829,0,1,0,10.70589393,0,1,0,107.0589393,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.300586466,0.629634202,4.132119422,0.534594292,1.065682789,4.106649541,61.38699015,0.300586466,0.629634202,4.132119422,0.534594292,1.065682789,0,0,1,1,41.32119422,0,1,0,10.65682789,0,1,0,106.5682789,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.296645122,0.622587306,4.13416956,0.533394911,1.0617512,4.107523122,61.36401907,0.296645122,0.622587306,4.13416956,0.533394911,1.0617512,0,0,1,1,41.3416956,0,1,0,10.617512,0,1,0,106.17512,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.293206529,0.609525075,4.136168602,0.534512195,1.059954284,4.102047254,61.3192799,0.293206529,0.609525075,4.136168602,0.534512195,1.059954284,0,0,1,1,41.36168602,0,1,0,10.59954284,0,1,0,105.9954284,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.291113598,0.594322943,4.137114926,0.537290301,1.061453456,4.093527122,61.26796517,0.291113598,0.594322943,4.137114926,0.537290301,1.061453456,0,0,1,1,41.37114926,0,1,0,10.61453456,0,1,0,106.1453456,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.291363687,0.581973712,4.13594404,0.540817119,1.067729444,4.086390253,61.23056961,0.291363687,0.581973712,4.13594404,0.540817119,1.067729444,0,0,1,1,41.3594404,0,1,0,10.67729444,0,1,0,106.7729444,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.294538663,0.576455395,4.131975783,0.544268563,1.079331444,4.084381457,61.22451272,0.294538663,0.576455395,4.131975783,0.544268563,1.079331444,0,0,1,1,41.31975783,0,1,0,10.79331444,0,1,0,107.9331444,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.299932625,0.579036196,4.125737951,0.547220042,1.094358519,4.088255399,61.24931427,0.299932625,0.579036196,4.125737951,0.547220042,1.094358519,0,0,1,1,41.25737951,0,1,0,10.94358519,0,1,0,109.4358519,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.305851621,0.587791027,4.119283354,0.549572482,1.108165287,4.095562109,61.29217208,0.305851621,0.587791027,4.119283354,0.549572482,1.108165287,0,0,1,1,41.19283354,0,1,0,11.08165287,0,1,0,110.8165287,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.309752986,0.59943728,4.115748436,0.551381673,1.114377865,4.103629357,61.33016949,0.309752986,0.59943728,4.115748436,0.551381673,1.114377865,0,0,1,1,41.15748436,0,1,0,11.14377865,0,1,0,111.4377865,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.310040541,0.611390304,4.117029404,0.552558186,1.109320314,4.109998441,61.34900521,0.310040541,0.611390304,4.117029404,0.552558186,1.109320314,0,0,1,1,41.17029404,0,1,0,11.09320314,0,1,0,110.9320314,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.306357223,0.622174255,4.122862412,0.553036344,1.09353894,4.113577063,61.34355965,0.306357223,0.622174255,4.122862412,0.553036344,1.09353894,0,0,1,1,41.22862412,0,1,0,10.9353894,0,1,0,109.353894,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.301101529,0.630658616,4.130355353,0.552417512,1.073455832,4.114774372,61.32242137,0.301101529,0.630658616,4.130355353,0.552417512,1.073455832,0,0,1,1,41.30355353,0,1,0,10.73455832,0,1,0,107.3455832,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.296634813,0.635723021,4.136474662,0.550475722,1.056040102,4.114143687,61.29583999,0.296634813,0.635723021,4.136474662,0.550475722,1.056040102,0,0,1,1,41.36474662,0,1,0,10.56040102,0,1,0,105.6040102,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.295275662,0.636737958,4.138443812,0.547108604,1.048682248,4.112327778,61.27230869,0.295275662,0.636737958,4.138443812,0.547108604,1.048682248,0,0,1,1,41.38443812,0,1,0,10.48682248,0,1,0,104.8682248,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.297396122,0.634605174,4.135881153,0.542776277,1.051993253,4.1100318,61.25675111,0.297396122,0.634605174,4.135881153,0.542776277,1.051993253,0,0,1,1,41.35881153,0,1,0,10.51993253,0,1,0,105.1993253,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.301374329,0.630961448,4.130607982,0.539056701,1.062363608,4.108399962,61.25094164,0.301374329,0.630961448,4.130607982,0.539056701,1.062363608,0,0,1,1,41.30607982,0,1,0,10.62363608,0,1,0,106.2363608,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.305434176,0.628381334,4.125492768,0.537782233,1.075473016,4.108242686,61.25425549,0.305434176,0.628381334,4.125492768,0.537782233,1.075473016,0,0,1,1,41.25492768,0,1,0,10.75473016,0,1,0,107.5473016,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.307985603,0.62826433,4.122384981,0.540182048,1.085748867,4.110416485,61.26651405,0.307985603,0.62826433,4.122384981,0.540182048,1.085748867,0,0,1,1,41.22384981,0,1,0,10.85748867,0,1,0,108.5748867,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.308672801,0.631016687,4.122208149,0.545924453,1.091286249,4.114225064,61.28401598,0.308672801,0.631016687,4.122208149,0.545924453,1.091286249,0,0,1,1,41.22208149,0,1,0,10.91286249,0,1,0,109.1286249,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.308009248,0.635165508,4.12431358,0.552769885,1.09183614,4.117966557,61.30070402,0.308009248,0.635165508,4.12431358,0.552769885,1.09183614,0,0,1,1,41.2431358,0,1,0,10.9183614,0,1,0,109.183614,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.30732435,0.638884104,4.127556374,0.557757918,1.087454906,4.118855299,61.30768387,0.30732435,0.638884104,4.127556374,0.557757918,1.087454906,0,0,1,1,41.27556374,0,1,0,10.87454906,0,1,0,108.7454906,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.307375222,0.640424692,4.131036597,0.558699409,1.078650482,4.115006714,61.29900654,0.307375222,0.640424692,4.131036597,0.558699409,1.078650482,0,0,1,1,41.31036597,0,1,0,10.78650482,0,1,0,107.8650482,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.308215067,0.639222884,4.134149091,0.55559461,1.067514015,4.107163249,61.27682414,0.308215067,0.639222884,4.134149091,0.55559461,1.067514015,0,0,1,1,41.34149091,0,1,0,10.67514015,0,1,0,106.7514015,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.308918153,0.635076113,4.136423052,0.550253627,1.057875284,4.097552956,61.24955683,0.308918153,0.635076113,4.136423052,0.550253627,1.057875284,0,0,1,1,41.36423052,0,1,0,10.57875284,0,1,0,105.7875284,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.308504289,0.628375094,4.137555938,0.54581319,1.055273596,4.090041189,61.23112263,0.308504289,0.628375094,4.137555938,0.54581319,1.055273596,0,0,1,1,41.37555938,0,1,0,10.55273596,0,1,0,105.5273596,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.306032405,0.619678219,4.137282846,0.544332392,1.062904747,4.08749469,61.23098509,0.306032405,0.619678219,4.137282846,0.544332392,1.062904747,0,0,1,1,41.37282846,0,1,0,10.62904747,0,1,0,106.2904747,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.301683207,0.609785087,4.135709215,0.546428472,1.080035298,4.090689212,61.24888841,0.301683207,0.609785087,4.135709215,0.546428472,1.080035298,0,0,1,1,41.35709215,0,1,0,10.80035298,0,1,0,108.0035298,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.29670611,0.599909516,4.133141077,0.55103467,1.100539749,4.098160928,61.27630288,0.29670611,0.599909516,4.133141077,0.55103467,1.100539749,0,0,1,1,41.33141077,0,1,0,11.00539749,0,1,0,110.0539749,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.29261587,0.591112296,4.130064861,0.556206973,1.116741379,4.107326066,61.29934024,0.29261587,0.591112296,4.130064861,0.556206973,1.116741379,0,0,1,1,41.30064861,0,1,0,11.16741379,0,1,0,111.6741379,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.290763346,0.584822085,4.126912373,0.560822052,1.122714485,4.116208515,61.30610027,0.290763346,0.584822085,4.126912373,0.560822052,1.122714485,0,0,1,1,41.26912373,0,1,0,11.22714485,0,1,0,112.2714485,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.291402543,0.58177395,4.124007129,0.563961162,1.117336842,4.123402352,61.29520406,0.291402543,0.58177395,4.124007129,0.563961162,1.117336842,0,0,1,1,41.24007129,0,1,0,11.17336842,0,1,0,111.7336842,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.293762516,0.582542117,4.121630836,0.565424058,1.104258791,4.128009315,61.27062402,0.293762516,0.582542117,4.121630836,0.565424058,1.104258791,0,0,1,1,41.21630836,0,1,0,11.04258791,0,1,0,110.4258791,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.296750132,0.587923103,4.120007355,0.565187397,1.089791336,4.129415472,61.23917078,0.296750132,0.587923103,4.120007355,0.565187397,1.089791336,0,0,1,1,41.20007355,0,1,0,10.89791336,0,1,0,108.9791336,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.299503074,0.597917083,4.119260376,0.563382165,1.078390245,4.127167773,61.20699443,0.299503074,0.597917083,4.119260376,0.563382165,1.078390245,0,0,1,1,41.19260376,0,1,0,10.78390245,0,1,0,107.8390245,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.301715026,0.611260109,4.119344836,0.56032565,1.072172775,4.121924943,61.17954514,0.301715026,0.611260109,4.119344836,0.56032565,1.072172775,0,0,1,1,41.19344836,0,1,0,10.72172775,0,1,0,107.2172775,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.303606242,0.62471615,4.119697036,0.556855679,1.071006958,4.116098264,61.16431988,0.303606242,0.62471615,4.119697036,0.556855679,1.071006958,0,0,1,1,41.19697036,0,1,0,10.71006958,0,1,0,107.1006958,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.305715351,0.63439619,4.11963275,0.553587185,1.072722429,4.112822917,61.16746557,0.305715351,0.63439619,4.11963275,0.553587185,1.072722429,0,0,1,1,41.1963275,0,1,0,10.72722429,0,1,0,107.2722429,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.308333003,0.637447908,4.118802118,0.551308861,1.076630783,4.113996411,61.19281005,0.308333003,0.637447908,4.118802118,0.551308861,1.076630783,0,0,1,1,41.18802118,0,1,0,10.76630783,0,1,0,107.6630783,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.311258774,0.63358068,4.117322045,0.550278007,1.081471139,4.119655134,61.23583941,0.311258774,0.63358068,4.117322045,0.550278007,1.081471139,0,0,1,1,41.17322045,0,1,0,10.81471139,0,1,0,108.1471139,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.313506148,0.625350345,4.116203047,0.550113879,1.085663748,4.127315707,61.2822068,0.313506148,0.625350345,4.116203047,0.550113879,1.085663748,0,0,1,1,41.16203047,0,1,0,10.85663748,0,1,0,108.5663748,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.313895696,0.616743399,4.116716407,0.550216783,1.087509585,4.13327137,61.31215123,0.313895696,0.616743399,4.116716407,0.550216783,1.087509585,0,0,1,1,41.16716407,0,1,0,10.87509585,0,1,0,108.7509585,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.31183221,0.610820498,4.119950128,0.550161894,1.085785885,4.134861759,61.31369419,0.31183221,0.610820498,4.119950128,0.550161894,1.085785885,0,0,1,1,41.19950128,0,1,0,10.85785885,0,1,0,108.5785885,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.307320004,0.608004449,4.125519899,0.549863536,1.08131143,4.1315396,61.28641795,0.307320004,0.608004449,4.125519899,0.549863536,1.08131143,0,0,1,1,41.25519899,0,1,0,10.8131143,0,1,0,108.131143,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.301461672,0.606513568,4.131816718,0.549872051,1.076132512,4.125088157,61.24557038,0.301461672,0.606513568,4.131816718,0.549872051,1.076132512,0,0,1,1,41.31816718,0,1,0,10.76132512,0,1,0,107.6132512,0,0,0,1
32,32,320,32,32,3200,32,32,22,32,32032,32,32,3.2,32,32,3200,32,32,22,32,1032,32,32,32,0.295953954,0.60388586,4.136612701,0.550739962,1.073910437,4.118349605,61.2112997,0.295953954,0.60388586,4.136612701,0.550739962,1.073910437,0,0,1,1,41.36612701,0,1,0,10.73910437,0,1,0,107.3910437,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.291884403,0.597517676,4.138260071,0.552867208,1.077156022,4.113661785,61.20226796,0.291884403,0.597517676,4.138260071,0.552867208,1.077156022,0,0,1,1,41.38260071,0,1,0,10.77156022,0,1,0,107.7156022,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.289979694,0.587795119,4.13655441,0.556044887,1.08565677,4.111813172,61.22075184,0.289979694,0.587795119,4.13655441,0.556044887,1.08565677,0,0,1,1,41.3655441,0,1,0,10.8565677,0,1,0,108.565677,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.290217549,0.577033876,4.132475996,0.55944001,1.096338057,4.112249677,61.25786793,0.290217549,0.577033876,4.132475996,0.55944001,1.096338057,0,0,1,1,41.32475996,0,1,0,10.96338057,0,1,0,109.6338057,0,0,0,1
31.5,31.5,315,31.5,31.5,3150,31.5,31.5,21.5,31.5,31531.5,31.5,31.5,3.15,31.5,31.5,3150,31.5,31.5,21.5,31.5,1031.5,31.5,31.5,31.5,0.292654413,0.568994218,4.127880276,0.56171552,1.104683213,4.11400646,61.29483538,0.292654413,0.568994218,4.127880276,0.56171552,1.104683213,0,0,1,1,41.27880276,0,1,0,11.04683213,0,1,0,110.4683213,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.297070419,0.566048296,4.124291883,0.562066979,1.107662113,4.116005895,61.31920872,0.297070419,0.566048296,4.124291883,0.562066979,1.107662113,0,0,1,1,41.24291883,0,1,0,11.07662113,0,1,0,110.7662113,0,0,0,1
30.5,30.5,305,30.5,30.5,3050,30.5,30.5,20.5,30.5,30530.5,30.5,30.5,3.05,30.5,30.5,3050,30.5,30.5,20.5,30.5,1030.5,30.5,30.5,30.5,0.302192855,0.568573706,4.122305856,0.560548275,1.104714227,4.117600449,61.32768764,0.302192855,0.568573706,4.122305856,0.560548275,1.104714227,0,0,1,1,41.22305856,0,1,0,11.04714227,0,1,0,110.4714227,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.306778848,0.574101389,4.12238214,0.558127791,1.098598578,4.118470542,61.32322944,0.306778848,0.574101389,4.12238214,0.558127791,1.098598578,0,0,1,1,41.2238214,0,1,0,10.98598578,0,1,0,109.8598578,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.309032801,0.57953934,4.124268821,0.556145671,1.092412743,4.118141253,61.31174636,0.309032801,0.57953934,4.124268821,0.556145671,1.092412743,0,0,1,1,41.24268821,0,1,0,10.92412743,0,1,0,109.2412743,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.30828305,0.583048156,4.12749481,0.555183581,1.088984468,4.116947385,61.29925969,0.30828305,0.583048156,4.12749481,0.555183581,1.088984468,0,0,1,1,41.2749481,0,1,0,10.88984468,0,1,0,108.8984468,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.305126837,0.58445254,4.130989523,0.554971084,1.08835773,4.115410254,61.29093776,0.305126837,0.58445254,4.130989523,0.554971084,1.08835773,0,0,1,1,41.30989523,0,1,0,10.8835773,0,1,0,108.835773,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.300808321,0.583426491,4.133384487,0.55480238,1.089651442,4.114704566,61.29285286,0.300808321,0.583426491,4.133384487,0.55480238,1.089651442,0,0,1,1,41.33384487,0,1,0,10.89651442,0,1,0,108.9651442,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.296623712,0.580889282,4.133529037,0.554102466,1.09239406,4.115484463,61.30901731,0.296623712,0.580889282,4.133529037,0.554102466,1.09239406,0,0,1,1,41.33529037,0,1,0,10.9239406,0,1,0,109.239406,0,0,0,1
30,30,300,30,30,3000,30,30,20,30,30030,30,30,3,30,30,3000,30,30,20,30,1030,30,30,30,0.293114435,0.576768059,4.131324035,0.552556306,1.096092442,4.118984231,61.33926495,0.293114435,0.576768059,4.131324035,0.552556306,1.096092442,0,0,1,1,41.31324035,0,1,0,10.96092442,0,1,0,109.6092442,0,0,0,1
31,31,310,31,31,3100,31,31,21,31,31031,31,31,3.1,31,31,3100,31,31,21,31,1031,31,31,31,0.290547606,0.571219646,4.127724746,0.550455359,1.100330876,4.123954812,61.37341927,0.290547606,0.571219646,4.127724746,0.550455359,1.100330876,0,0,1,1,41.27724746,0,1,0,11.00330876,0,1,0,110.0330876,0,0,0,1
